citizen_id,lifestyle_type
91393,Adventure Seeker
91394,Travel Enthusiast
91395,Adventure Seeker
91396,Fitness Enthusiast
91397,Travel Enthusiast
91398,Travel Enthusiast
91399,Travel Enthusiast
91400,Fitness Enthusiast
91401,Health-Conscious
91402,Travel Enthusiast
91403,Travel Enthusiast
91404,Health-Conscious
91405,Investor
91406,Health-Conscious
91407,Travel Enthusiast
91408,Fitness Enthusiast
91409,Travel Enthusiast
91410,Investor
91411,Fitness Enthusiast
91412,Travel Enthusiast
91413,Investor
91414,Investor
91415,Adventure Seeker
91416,Travel Enthusiast
91417,Investor
91418,Fitness Enthusiast
91419,Health-Conscious
91420,Travel Enthusiast
91421,Health-Conscious
91422,Fitness Enthusiast
91423,Fitness Enthusiast
91424,Health-Conscious
91425,Fitness Enthusiast
91426,Investor
91427,Investor
91428,Travel Enthusiast
91429,Fitness Enthusiast
91430,Investor
91431,Investor
91432,Adventure Seeker
91433,Health-Conscious
91434,Health-Conscious
91435,Adventure Seeker
91436,Investor
91437,Fitness Enthusiast
91438,Investor
91439,Investor
91440,Adventure Seeker
91441,Fitness Enthusiast
91442,Health-Conscious
91443,Investor
91444,Health-Conscious
91445,Travel Enthusiast
91446,Fitness Enthusiast
91447,Adventure Seeker
91448,Adventure Seeker
91449,Adventure Seeker
91450,Health-Conscious
91451,Fitness Enthusiast
91452,Health-Conscious
91453,Adventure Seeker
91454,Health-Conscious
91455,Adventure Seeker
91456,Investor
91457,Health-Conscious
91458,Investor
91459,Adventure Seeker
91460,Fitness Enthusiast
91461,Adventure Seeker
91462,Health-Conscious
91463,Health-Conscious
91464,Adventure Seeker
91465,Adventure Seeker
91466,Investor
91467,Health-Conscious
91468,Adventure Seeker
91469,Investor
91470,Travel Enthusiast
91471,Investor
91472,Travel Enthusiast
91473,Health-Conscious
91474,Travel Enthusiast
91475,Travel Enthusiast
91476,Adventure Seeker
91477,Fitness Enthusiast
91478,Travel Enthusiast
91479,Fitness Enthusiast
91480,Adventure Seeker
91481,Travel Enthusiast
91482,Fitness Enthusiast
91483,Health-Conscious
91484,Investor
91485,Fitness Enthusiast
91486,Health-Conscious
91487,Investor
91488,Investor
91489,Fitness Enthusiast
91490,Travel Enthusiast
91491,Adventure Seeker
91492,Investor
91493,Adventure Seeker
91494,Fitness Enthusiast
91495,Investor
91496,Adventure Seeker
91497,Travel Enthusiast
91498,Investor
91499,Health-Conscious
91500,Adventure Seeker
91501,Health-Conscious
91502,Travel Enthusiast
91503,Adventure Seeker
91504,Fitness Enthusiast
91505,Health-Conscious
91506,Fitness Enthusiast
91507,Health-Conscious
91508,Travel Enthusiast
91509,Health-Conscious
91510,Health-Conscious
91511,Investor
91512,Investor
91513,Health-Conscious
91514,Adventure Seeker
91515,Health-Conscious
91516,Health-Conscious
91517,Adventure Seeker
91518,Investor
91519,Investor
91520,Travel Enthusiast
91521,Health-Conscious
91522,Investor
91523,Investor
91524,Health-Conscious
91525,Travel Enthusiast
91526,Health-Conscious
91527,Adventure Seeker
91528,Fitness Enthusiast
91529,Health-Conscious
91530,Fitness Enthusiast
91531,Travel Enthusiast
91532,Travel Enthusiast
91533,Health-Conscious
91534,Investor
91535,Fitness Enthusiast
91536,Health-Conscious
91537,Health-Conscious
91538,Investor
91539,Fitness Enthusiast
91540,Travel Enthusiast
91541,Fitness Enthusiast
91542,Investor
91543,Health-Conscious
91544,Fitness Enthusiast
91545,Travel Enthusiast
91546,Travel Enthusiast
91547,Travel Enthusiast
91548,Adventure Seeker
91549,Fitness Enthusiast
91550,Investor
91551,Investor
91552,Adventure Seeker
91553,Fitness Enthusiast
91554,Adventure Seeker
91555,Travel Enthusiast
91556,Adventure Seeker
91557,Investor
91558,Investor
91559,Travel Enthusiast
91560,Health-Conscious
91561,Fitness Enthusiast
91562,Travel Enthusiast
91563,Health-Conscious
91564,Adventure Seeker
91565,Travel Enthusiast
91566,Adventure Seeker
91567,Adventure Seeker
91568,Fitness Enthusiast
91569,Health-Conscious
91570,Health-Conscious
91571,Adventure Seeker
91572,Health-Conscious
91573,Travel Enthusiast
91574,Investor
91575,Investor
91576,Fitness Enthusiast
91577,Investor
91578,Travel Enthusiast
91579,Adventure Seeker
91580,Adventure Seeker
91581,Fitness Enthusiast
91582,Health-Conscious
91583,Travel Enthusiast
91584,Investor
91585,Investor
91586,Travel Enthusiast
91587,Health-Conscious
91588,Adventure Seeker
91589,Fitness Enthusiast
91590,Travel Enthusiast
91591,Fitness Enthusiast
91592,Health-Conscious
91593,Adventure Seeker
91594,Fitness Enthusiast
91595,Adventure Seeker
91596,Adventure Seeker
91597,Health-Conscious
91598,Investor
91599,Adventure Seeker
91600,Travel Enthusiast
91601,Adventure Seeker
91602,Fitness Enthusiast
91603,Travel Enthusiast
91604,Fitness Enthusiast
91605,Travel Enthusiast
91606,Adventure Seeker
91607,Travel Enthusiast
91608,Adventure Seeker
91609,Adventure Seeker
91610,Adventure Seeker
91611,Health-Conscious
91612,Health-Conscious
91613,Investor
91614,Investor
91615,Health-Conscious
91616,Travel Enthusiast
91617,Health-Conscious
91618,Fitness Enthusiast
91619,Investor
91620,Health-Conscious
91621,Investor
91622,Fitness Enthusiast
91623,Travel Enthusiast
91624,Investor
91625,Travel Enthusiast
91626,Adventure Seeker
91627,Health-Conscious
91628,Adventure Seeker
91629,Travel Enthusiast
91630,Investor
91631,Fitness Enthusiast
91632,Health-Conscious
91633,Fitness Enthusiast
91634,Health-Conscious
91635,Fitness Enthusiast
91636,Health-Conscious
91637,Fitness Enthusiast
91638,Travel Enthusiast
91639,Health-Conscious
91640,Health-Conscious
91641,Investor
91642,Travel Enthusiast
91643,Health-Conscious
91644,Fitness Enthusiast
91645,Health-Conscious
91646,Fitness Enthusiast
91647,Adventure Seeker
91648,Investor
91649,Health-Conscious
91650,Investor
91651,Adventure Seeker
91652,Travel Enthusiast
91653,Investor
91654,Investor
91655,Fitness Enthusiast
91656,Travel Enthusiast
91657,Adventure Seeker
91658,Investor
91659,Travel Enthusiast
91660,Fitness Enthusiast
91661,Travel Enthusiast
91662,Adventure Seeker
91663,Travel Enthusiast
91664,Health-Conscious
91665,Health-Conscious
91666,Investor
91667,Health-Conscious
91668,Adventure Seeker
91669,Health-Conscious
91670,Investor
91671,Health-Conscious
91672,Adventure Seeker
91673,Fitness Enthusiast
91674,Health-Conscious
91675,Travel Enthusiast
91676,Adventure Seeker
91677,Investor
91678,Fitness Enthusiast
91679,Investor
91680,Health-Conscious
91681,Fitness Enthusiast
91682,Investor
91683,Health-Conscious
91684,Fitness Enthusiast
91685,Travel Enthusiast
91686,Health-Conscious
91687,Adventure Seeker
91688,Fitness Enthusiast
91689,Fitness Enthusiast
91690,Fitness Enthusiast
91691,Fitness Enthusiast
91692,Health-Conscious
91693,Adventure Seeker
91694,Investor
91695,Investor
91696,Fitness Enthusiast
91697,Health-Conscious
91698,Fitness Enthusiast
91699,Investor
91700,Adventure Seeker
91701,Travel Enthusiast
91702,Fitness Enthusiast
91703,Adventure Seeker
91704,Investor
91705,Fitness Enthusiast
91706,Adventure Seeker
91707,Travel Enthusiast
91708,Travel Enthusiast
91709,Adventure Seeker
91710,Investor
91711,Investor
91712,Health-Conscious
91713,Adventure Seeker
91714,Fitness Enthusiast
91715,Travel Enthusiast
91716,Travel Enthusiast
91717,Health-Conscious
91718,Travel Enthusiast
91719,Fitness Enthusiast
91720,Fitness Enthusiast
91721,Health-Conscious
91722,Health-Conscious
91723,Travel Enthusiast
91724,Health-Conscious
91725,Investor
91726,Adventure Seeker
91727,Fitness Enthusiast
91728,Health-Conscious
91729,Investor
91730,Fitness Enthusiast
91731,Adventure Seeker
91732,Investor
91733,Travel Enthusiast
91734,Travel Enthusiast
91735,Fitness Enthusiast
91736,Adventure Seeker
91737,Investor
91738,Fitness Enthusiast
91739,Fitness Enthusiast
91740,Health-Conscious
91741,Health-Conscious
91742,Fitness Enthusiast
91743,Health-Conscious
91744,Travel Enthusiast
91745,Adventure Seeker
91746,Adventure Seeker
91747,Investor
91748,Investor
91749,Fitness Enthusiast
91750,Travel Enthusiast
91751,Health-Conscious
91752,Adventure Seeker
91753,Health-Conscious
91754,Travel Enthusiast
91755,Fitness Enthusiast
91756,Investor
91757,Fitness Enthusiast
91758,Adventure Seeker
91759,Adventure Seeker
91760,Health-Conscious
91761,Investor
91762,Travel Enthusiast
91763,Travel Enthusiast
91764,Travel Enthusiast
91765,Health-Conscious
91766,Travel Enthusiast
91767,Fitness Enthusiast
91768,Travel Enthusiast
91769,Health-Conscious
91770,Adventure Seeker
91771,Investor
91772,Travel Enthusiast
91773,Investor
91774,Health-Conscious
91775,Travel Enthusiast
91776,Travel Enthusiast
91777,Travel Enthusiast
91778,Adventure Seeker
91779,Travel Enthusiast
91780,Investor
91781,Health-Conscious
91782,Health-Conscious
91783,Investor
91784,Health-Conscious
91785,Fitness Enthusiast
91786,Fitness Enthusiast
91787,Adventure Seeker
91788,Adventure Seeker
91789,Fitness Enthusiast
91790,Health-Conscious
91791,Fitness Enthusiast
91792,Fitness Enthusiast
91793,Fitness Enthusiast
91794,Fitness Enthusiast
91795,Investor
91796,Health-Conscious
91797,Fitness Enthusiast
91798,Investor
91799,Travel Enthusiast
91800,Adventure Seeker
91801,Adventure Seeker
91802,Fitness Enthusiast
91803,Health-Conscious
91804,Travel Enthusiast
91805,Travel Enthusiast
91806,Investor
91807,Fitness Enthusiast
91808,Fitness Enthusiast
91809,Investor
91810,Travel Enthusiast
91811,Fitness Enthusiast
91812,Health-Conscious
91813,Investor
91814,Travel Enthusiast
91815,Fitness Enthusiast
91816,Health-Conscious
91817,Travel Enthusiast
91818,Travel Enthusiast
91819,Adventure Seeker
91820,Investor
91821,Health-Conscious
91822,Adventure Seeker
91823,Travel Enthusiast
91824,Travel Enthusiast
91825,Fitness Enthusiast
91826,Adventure Seeker
91827,Fitness Enthusiast
91828,Fitness Enthusiast
91829,Travel Enthusiast
91830,Travel Enthusiast
91831,Adventure Seeker
91832,Health-Conscious
91833,Adventure Seeker
91834,Adventure Seeker
91835,Fitness Enthusiast
91836,Travel Enthusiast
91837,Investor
91838,Health-Conscious
91839,Health-Conscious
91840,Investor
91841,Adventure Seeker
91842,Adventure Seeker
91843,Adventure Seeker
91844,Health-Conscious
91845,Fitness Enthusiast
91846,Health-Conscious
91847,Adventure Seeker
91848,Investor
91849,Travel Enthusiast
91850,Health-Conscious
91851,Investor
91852,Health-Conscious
91853,Travel Enthusiast
91854,Adventure Seeker
91855,Fitness Enthusiast
91856,Travel Enthusiast
91857,Travel Enthusiast
91858,Travel Enthusiast
91859,Health-Conscious
91860,Investor
91861,Health-Conscious
91862,Travel Enthusiast
91863,Travel Enthusiast
91864,Health-Conscious
91865,Adventure Seeker
91866,Investor
91867,Travel Enthusiast
91868,Health-Conscious
91869,Fitness Enthusiast
91870,Health-Conscious
91871,Investor
91872,Health-Conscious
91873,Health-Conscious
91874,Investor
91875,Fitness Enthusiast
91876,Adventure Seeker
91877,Fitness Enthusiast
91878,Fitness Enthusiast
91879,Travel Enthusiast
91880,Fitness Enthusiast
91881,Travel Enthusiast
91882,Travel Enthusiast
91883,Travel Enthusiast
91884,Health-Conscious
91885,Fitness Enthusiast
91886,Fitness Enthusiast
91887,Fitness Enthusiast
91888,Investor
91889,Adventure Seeker
91890,Health-Conscious
91891,Travel Enthusiast
91892,Travel Enthusiast
91893,Travel Enthusiast
91894,Adventure Seeker
91895,Adventure Seeker
91896,Adventure Seeker
91897,Adventure Seeker
91898,Travel Enthusiast
91899,Fitness Enthusiast
91900,Investor
91901,Adventure Seeker
91902,Adventure Seeker
91903,Health-Conscious
91904,Adventure Seeker
91905,Investor
91906,Investor
91907,Adventure Seeker
91908,Investor
91909,Fitness Enthusiast
91910,Adventure Seeker
91911,Fitness Enthusiast
91912,Adventure Seeker
91913,Investor
91914,Health-Conscious
91915,Fitness Enthusiast
91916,Adventure Seeker
91917,Fitness Enthusiast
91918,Health-Conscious
91919,Health-Conscious
91920,Fitness Enthusiast
91921,Health-Conscious
91922,Fitness Enthusiast
91923,Fitness Enthusiast
91924,Adventure Seeker
91925,Adventure Seeker
91926,Adventure Seeker
91927,Health-Conscious
91928,Travel Enthusiast
91929,Investor
91930,Fitness Enthusiast
91931,Health-Conscious
91932,Investor
91933,Travel Enthusiast
91934,Fitness Enthusiast
91935,Investor
91936,Travel Enthusiast
91937,Investor
91938,Adventure Seeker
91939,Adventure Seeker
91940,Fitness Enthusiast
91941,Fitness Enthusiast
91942,Fitness Enthusiast
91943,Fitness Enthusiast
91944,Travel Enthusiast
91945,Health-Conscious
91946,Travel Enthusiast
91947,Travel Enthusiast
91948,Investor
91949,Fitness Enthusiast
91950,Investor
91951,Investor
91952,Health-Conscious
91953,Investor
91954,Fitness Enthusiast
91955,Fitness Enthusiast
91956,Adventure Seeker
91957,Health-Conscious
91958,Travel Enthusiast
91959,Fitness Enthusiast
91960,Investor
91961,Travel Enthusiast
91962,Health-Conscious
91963,Investor
91964,Investor
91965,Adventure Seeker
91966,Health-Conscious
91967,Adventure Seeker
91968,Health-Conscious
91969,Travel Enthusiast
91970,Travel Enthusiast
91971,Investor
91972,Health-Conscious
91973,Investor
91974,Investor
91975,Investor
91976,Travel Enthusiast
91977,Fitness Enthusiast
91978,Health-Conscious
91979,Adventure Seeker
91980,Travel Enthusiast
91981,Health-Conscious
91982,Adventure Seeker
91983,Fitness Enthusiast
91984,Adventure Seeker
91985,Fitness Enthusiast
91986,Investor
91987,Travel Enthusiast
91988,Travel Enthusiast
91989,Fitness Enthusiast
91990,Adventure Seeker
91991,Adventure Seeker
91992,Travel Enthusiast
91993,Travel Enthusiast
91994,Adventure Seeker
91995,Investor
91996,Investor
91997,Investor
91998,Fitness Enthusiast
91999,Adventure Seeker
92000,Travel Enthusiast
92001,Fitness Enthusiast
92002,Fitness Enthusiast
92003,Adventure Seeker
92004,Health-Conscious
92005,Fitness Enthusiast
92006,Fitness Enthusiast
92007,Adventure Seeker
92008,Fitness Enthusiast
92009,Investor
92010,Travel Enthusiast
92011,Adventure Seeker
92012,Fitness Enthusiast
92013,Investor
92014,Fitness Enthusiast
92015,Investor
92016,Adventure Seeker
92017,Adventure Seeker
92018,Travel Enthusiast
92019,Health-Conscious
92020,Investor
92021,Investor
92022,Investor
92023,Investor
92024,Investor
92025,Fitness Enthusiast
92026,Travel Enthusiast
92027,Adventure Seeker
92028,Investor
92029,Adventure Seeker
92030,Investor
92031,Adventure Seeker
92032,Health-Conscious
92033,Investor
92034,Travel Enthusiast
92035,Investor
92036,Investor
92037,Fitness Enthusiast
92038,Health-Conscious
92039,Investor
92040,Fitness Enthusiast
92041,Adventure Seeker
92042,Fitness Enthusiast
92043,Travel Enthusiast
92044,Adventure Seeker
92045,Fitness Enthusiast
92046,Adventure Seeker
92047,Investor
92048,Fitness Enthusiast
92049,Adventure Seeker
92050,Travel Enthusiast
92051,Travel Enthusiast
92052,Fitness Enthusiast
92053,Investor
92054,Travel Enthusiast
92055,Fitness Enthusiast
92056,Fitness Enthusiast
92057,Adventure Seeker
92058,Investor
92059,Investor
92060,Investor
92061,Health-Conscious
92062,Health-Conscious
92063,Adventure Seeker
92064,Investor
92065,Investor
92066,Adventure Seeker
92067,Adventure Seeker
92068,Adventure Seeker
92069,Health-Conscious
92070,Health-Conscious
92071,Travel Enthusiast
92072,Fitness Enthusiast
92073,Health-Conscious
92074,Fitness Enthusiast
92075,Fitness Enthusiast
92076,Health-Conscious
92077,Adventure Seeker
92078,Adventure Seeker
92079,Adventure Seeker
92080,Investor
92081,Investor
92082,Fitness Enthusiast
92083,Fitness Enthusiast
92084,Travel Enthusiast
92085,Investor
92086,Health-Conscious
92087,Health-Conscious
92088,Health-Conscious
92089,Fitness Enthusiast
92090,Investor
92091,Travel Enthusiast
92092,Health-Conscious
92093,Fitness Enthusiast
92094,Fitness Enthusiast
92095,Investor
92096,Investor
92097,Travel Enthusiast
92098,Travel Enthusiast
92099,Fitness Enthusiast
92100,Investor
92101,Adventure Seeker
92102,Fitness Enthusiast
92103,Health-Conscious
92104,Investor
92105,Health-Conscious
92106,Travel Enthusiast
92107,Travel Enthusiast
92108,Health-Conscious
92109,Adventure Seeker
92110,Adventure Seeker
92111,Investor
92112,Investor
92113,Adventure Seeker
92114,Travel Enthusiast
92115,Adventure Seeker
92116,Investor
92117,Adventure Seeker
92118,Investor
92119,Health-Conscious
92120,Adventure Seeker
92121,Fitness Enthusiast
92122,Travel Enthusiast
92123,Health-Conscious
92124,Investor
92125,Adventure Seeker
92126,Adventure Seeker
92127,Adventure Seeker
92128,Adventure Seeker
92129,Investor
92130,Fitness Enthusiast
92131,Fitness Enthusiast
92132,Adventure Seeker
92133,Adventure Seeker
92134,Fitness Enthusiast
92135,Health-Conscious
92136,Adventure Seeker
92137,Travel Enthusiast
92138,Adventure Seeker
92139,Investor
92140,Investor
92141,Investor
92142,Investor
92143,Travel Enthusiast
92144,Travel Enthusiast
92145,Travel Enthusiast
92146,Adventure Seeker
92147,Travel Enthusiast
92148,Fitness Enthusiast
92149,Adventure Seeker
92150,Investor
92151,Travel Enthusiast
92152,Adventure Seeker
92153,Fitness Enthusiast
92154,Health-Conscious
92155,Health-Conscious
92156,Health-Conscious
92157,Fitness Enthusiast
92158,Adventure Seeker
92159,Fitness Enthusiast
92160,Fitness Enthusiast
92161,Investor
92162,Investor
92163,Adventure Seeker
92164,Adventure Seeker
92165,Investor
92166,Health-Conscious
92167,Investor
92168,Travel Enthusiast
92169,Fitness Enthusiast
92170,Travel Enthusiast
92171,Health-Conscious
92172,Adventure Seeker
92173,Fitness Enthusiast
92174,Investor
92175,Health-Conscious
92176,Adventure Seeker
92177,Investor
92178,Travel Enthusiast
92179,Travel Enthusiast
92180,Fitness Enthusiast
92181,Fitness Enthusiast
92182,Health-Conscious
92183,Travel Enthusiast
92184,Adventure Seeker
92185,Health-Conscious
92186,Travel Enthusiast
92187,Health-Conscious
92188,Adventure Seeker
92189,Fitness Enthusiast
92190,Fitness Enthusiast
92191,Fitness Enthusiast
92192,Fitness Enthusiast
92193,Travel Enthusiast
92194,Adventure Seeker
92195,Adventure Seeker
92196,Travel Enthusiast
92197,Health-Conscious
92198,Fitness Enthusiast
92199,Adventure Seeker
92200,Health-Conscious
92201,Adventure Seeker
92202,Health-Conscious
92203,Travel Enthusiast
92204,Adventure Seeker
92205,Fitness Enthusiast
92206,Fitness Enthusiast
92207,Fitness Enthusiast
92208,Travel Enthusiast
92209,Adventure Seeker
92210,Adventure Seeker
92211,Health-Conscious
